word;definition;synonym;part of speech;difficulty
word_2025;definition of word_2025;synonym of word_2025;noun;B1
word_2026;definition of word_2026;synonym of word_2026;noun;C2
word_2027;definition of word_2027;synonym of word_2027;noun;B1
word_2028;definition of word_2028;synonym of word_2028;noun;C2
word_2029;definition of word_2029;synonym of word_2029;noun;B1
word_2030;definition of word_2030;synonym of word_2030;noun;C2
word_2031;definition of word_2031;synonym of word_2031;noun;B1
word_2032;definition of word_2032;synonym of word_2032;noun;C2
word_2033;definition of word_2033;synonym of word_2033;noun;B1
word_2034;definition of word_2034;synonym of word_2034;noun;C2
word_2035;definition of word_2035;synonym of word_2035;noun;B1
word_2036;definition of word_2036;synonym of word_2036;noun;C2
word_2037;definition of word_2037;synonym of word_2037;noun;B1
word_2038;definition of word_2038;synonym of word_2038;noun;C2
word_2039;definition of word_2039;synonym of word_2039;noun;B1
word_2040;definition of word_2040;synonym of word_2040;noun;C2
word_2041;definition of word_2041;synonym of word_2041;noun;B1
word_2042;definition of word_2042;synonym of word_2042;noun;C2
word_2043;definition of word_2043;synonym of word_2043;noun;B1
word_2044;definition of word_2044;synonym of word_2044;noun;C2
word_2045;definition of word_2045;synonym of word_2045;noun;B1
word_2046;definition of word_2046;synonym of word_2046;noun;C2
word_2047;definition of word_2047;synonym of word_2047;noun;B1
word_2048;definition of word_2048;synonym of word_2048;noun;C2
word_2049;definition of word_2049;synonym of word_2049;noun;B1
word_2050;definition of word_2050;synonym of word_2050;noun;C2
word_2051;definition of word_2051;synonym of word_2051;noun;B1
word_2052;definition of word_2052;synonym of word_2052;noun;C2
word_2053;definition of word_2053;synonym of word_2053;noun;B1
word_2054;definition of word_2054;synonym of word_2054;noun;C2
word_2055;definition of word_2055;synonym of word_2055;noun;B1
word_2056;definition of word_2056;synonym of word_2056;noun;C2
word_2057;definition of word_2057;synonym of word_2057;noun;B1
word_2058;definition of word_2058;synonym of word_2058;noun;C2
word_2059;definition of word_2059;synonym of word_2059;noun;B1
word_2060;definition of word_2060;synonym of word_2060;noun;C2
word_2061;definition of word_2061;synonym of word_2061;noun;B1
word_2062;definition of word_2062;synonym of word_2062;noun;C2
word_2063;definition of word_2063;synonym of word_2063;noun;B1
word_2064;definition of word_2064;synonym of word_2064;noun;C2
word_2065;definition of word_2065;synonym of word_2065;noun;B1
word_2066;definition of word_2066;synonym of word_2066;noun;C2
word_2067;definition of word_2067;synonym of word_2067;noun;B1
word_2068;definition of word_2068;synonym of word_2068;noun;C2
word_2069;definition of word_2069;synonym of word_2069;noun;B1
word_2070;definition of word_2070;synonym of word_2070;noun;C2
word_2071;definition of word_2071;synonym of word_2071;noun;B1
word_2072;definition of word_2072;synonym of word_2072;noun;C2
word_2073;definition of word_2073;synonym of word_2073;noun;B1
word_2074;definition of word_2074;synonym of word_2074;noun;C2
word_2075;definition of word_2075;synonym of word_2075;noun;B1
word_2076;definition of word_2076;synonym of word_2076;noun;C2
word_2077;definition of word_2077;synonym of word_2077;noun;B1
word_2078;definition of word_2078;synonym of word_2078;noun;C2
word_2079;definition of word_2079;synonym of word_2079;noun;B1
word_2080;definition of word_2080;synonym of word_2080;noun;C2
word_2081;definition of word_2081;synonym of word_2081;noun;B1
word_2082;definition of word_2082;synonym of word_2082;noun;C2
word_2083;definition of word_2083;synonym of word_2083;noun;B1
word_2084;definition of word_2084;synonym of word_2084;noun;C2
word_2085;definition of word_2085;synonym of word_2085;noun;B1
word_2086;definition of word_2086;synonym of word_2086;noun;C2
word_2087;definition of word_2087;synonym of word_2087;noun;B1
word_2088;definition of word_2088;synonym of word_2088;noun;C2
word_2089;definition of word_2089;synonym of word_2089;noun;B1
word_2090;definition of word_2090;synonym of word_2090;noun;C2
word_2091;definition of word_2091;synonym of word_2091;noun;B1
word_2092;definition of word_2092;synonym of word_2092;noun;C2
word_2093;definition of word_2093;synonym of word_2093;noun;B1
word_2094;definition of word_2094;synonym of word_2094;noun;C2
word_2095;definition of word_2095;synonym of word_2095;noun;B1
word_2096;definition of word_2096;synonym of word_2096;noun;C2
word_2097;definition of word_2097;synonym of word_2097;noun;B1
word_2098;definition of word_2098;synonym of word_2098;noun;C2
word_2099;definition of word_2099;synonym of word_2099;noun;B1
word_2100;definition of word_2100;synonym of word_2100;noun;C2
word_2101;definition of word_2101;synonym of word_2101;noun;B1
word_2102;definition of word_2102;synonym of word_2102;noun;C2
word_2103;definition of word_2103;synonym of word_2103;noun;B1
word_2104;definition of word_2104;synonym of word_2104;noun;C2
word_2105;definition of word_2105;synonym of word_2105;noun;B1
word_2106;definition of word_2106;synonym of word_2106;noun;C2
word_2107;definition of word_2107;synonym of word_2107;noun;B1
word_2108;definition of word_2108;synonym of word_2108;noun;C2
word_2109;definition of word_2109;synonym of word_2109;noun;B1
word_2110;definition of word_2110;synonym of word_2110;noun;C2
word_2111;definition of word_2111;synonym of word_2111;noun;B1
word_2112;definition of word_2112;synonym of word_2112;noun;C2
word_2113;definition of word_2113;synonym of word_2113;noun;B1
word_2114;definition of word_2114;synonym of word_2114;noun;C2
word_2115;definition of word_2115;synonym of word_2115;noun;B1
word_2116;definition of word_2116;synonym of word_2116;noun;C2
word_2117;definition of word_2117;synonym of word_2117;noun;B1
word_2118;definition of word_2118;synonym of word_2118;noun;C2
word_2119;definition of word_2119;synonym of word_2119;noun;B1
word_2120;definition of word_2120;synonym of word_2120;noun;C2
word_2121;definition of word_2121;synonym of word_2121;noun;B1
word_2122;definition of word_2122;synonym of word_2122;noun;C2
word_2123;definition of word_2123;synonym of word_2123;noun;B1
word_2124;definition of word_2124;synonym of word_2124;noun;C2
word_2125;definition of word_2125;synonym of word_2125;noun;B1
word_2126;definition of word_2126;synonym of word_2126;noun;C2
word_2127;definition of word_2127;synonym of word_2127;noun;B1
word_2128;definition of word_2128;synonym of word_2128;noun;C2
word_2129;definition of word_2129;synonym of word_2129;noun;B1
word_2130;definition of word_2130;synonym of word_2130;noun;C2
word_2131;definition of word_2131;synonym of word_2131;noun;B1
word_2132;definition of word_2132;synonym of word_2132;noun;C2
word_2133;definition of word_2133;synonym of word_2133;noun;B1
word_2134;definition of word_2134;synonym of word_2134;noun;C2
word_2135;definition of word_2135;synonym of word_2135;noun;B1
word_2136;definition of word_2136;synonym of word_2136;noun;C2
word_2137;definition of word_2137;synonym of word_2137;noun;B1
word_2138;definition of word_2138;synonym of word_2138;noun;C2
word_2139;definition of word_2139;synonym of word_2139;noun;B1
word_2140;definition of word_2140;synonym of word_2140;noun;C2
word_2141;definition of word_2141;synonym of word_2141;noun;B1
word_2142;definition of word_2142;synonym of word_2142;noun;C2
word_2143;definition of word_2143;synonym of word_2143;noun;B1
word_2144;definition of word_2144;synonym of word_2144;noun;C2
word_2145;definition of word_2145;synonym of word_2145;noun;B1
word_2146;definition of word_2146;synonym of word_2146;noun;C2
word_2147;definition of word_2147;synonym of word_2147;noun;B1
word_2148;definition of word_2148;synonym of word_2148;noun;C2
word_2149;definition of word_2149;synonym of word_2149;noun;B1
word_2150;definition of word_2150;synonym of word_2150;noun;C2
word_2151;definition of word_2151;synonym of word_2151;noun;B1
word_2152;definition of word_2152;synonym of word_2152;noun;C2
word_2153;definition of word_2153;synonym of word_2153;noun;B1
word_2154;definition of word_2154;synonym of word_2154;noun;C2
word_2155;definition of word_2155;synonym of word_2155;noun;B1
word_2156;definition of word_2156;synonym of word_2156;noun;C2
word_2157;definition of word_2157;synonym of word_2157;noun;B1
word_2158;definition of word_2158;synonym of word_2158;noun;C2
word_2159;definition of word_2159;synonym of word_2159;noun;B1
word_2160;definition of word_2160;synonym of word_2160;noun;C2
word_2161;definition of word_2161;synonym of word_2161;noun;B1
word_2162;definition of word_2162;synonym of word_2162;noun;C2
word_2163;definition of word_2163;synonym of word_2163;noun;B1
word_2164;definition of word_2164;synonym of word_2164;noun;C2
word_2165;definition of word_2165;synonym of word_2165;noun;B1
word_2166;definition of word_2166;synonym of word_2166;noun;C2
word_2167;definition of word_2167;synonym of word_2167;noun;B1
word_2168;definition of word_2168;synonym of word_2168;noun;C2
word_2169;definition of word_2169;synonym of word_2169;noun;B1
word_2170;definition of word_2170;synonym of word_2170;noun;C2
word_2171;definition of word_2171;synonym of word_2171;noun;B1
word_2172;definition of word_2172;synonym of word_2172;noun;C2
word_2173;definition of word_2173;synonym of word_2173;noun;B1
word_2174;definition of word_2174;synonym of word_2174;noun;C2
word_2175;definition of word_2175;synonym of word_2175;noun;B1
word_2176;definition of word_2176;synonym of word_2176;noun;C2
word_2177;definition of word_2177;synonym of word_2177;noun;B1
word_2178;definition of word_2178;synonym of word_2178;noun;C2
word_2179;definition of word_2179;synonym of word_2179;noun;B1
word_2180;definition of word_2180;synonym of word_2180;noun;C2
word_2181;definition of word_2181;synonym of word_2181;noun;B1
word_2182;definition of word_2182;synonym of word_2182;noun;C2
word_2183;definition of word_2183;synonym of word_2183;noun;B1
word_2184;definition of word_2184;synonym of word_2184;noun;C2
word_2185;definition of word_2185;synonym of word_2185;noun;B1
word_2186;definition of word_2186;synonym of word_2186;noun;C2
word_2187;definition of word_2187;synonym of word_2187;noun;B1
word_2188;definition of word_2188;synonym of word_2188;noun;C2
word_2189;definition of word_2189;synonym of word_2189;noun;B1
word_2190;definition of word_2190;synonym of word_2190;noun;C2
word_2191;definition of word_2191;synonym of word_2191;noun;B1
word_2192;definition of word_2192;synonym of word_2192;noun;C2
word_2193;definition of word_2193;synonym of word_2193;noun;B1
word_2194;definition of word_2194;synonym of word_2194;noun;C2
word_2195;definition of word_2195;synonym of word_2195;noun;B1
word_2196;definition of word_2196;synonym of word_2196;noun;C2
word_2197;definition of word_2197;synonym of word_2197;noun;B1
word_2198;definition of word_2198;synonym of word_2198;noun;C2
word_2199;definition of word_2199;synonym of word_2199;noun;B1
word_2200;definition of word_2200;synonym of word_2200;noun;C2
word_2201;definition of word_2201;synonym of word_2201;noun;B1
word_2202;definition of word_2202;synonym of word_2202;noun;C2
word_2203;definition of word_2203;synonym of word_2203;noun;B1
word_2204;definition of word_2204;synonym of word_2204;noun;C2
word_2205;definition of word_2205;synonym of word_2205;noun;B1
word_2206;definition of word_2206;synonym of word_2206;noun;C2
word_2207;definition of word_2207;synonym of word_2207;noun;B1
word_2208;definition of word_2208;synonym of word_2208;noun;C2
word_2209;definition of word_2209;synonym of word_2209;noun;B1
word_2210;definition of word_2210;synonym of word_2210;noun;C2
word_2211;definition of word_2211;synonym of word_2211;noun;B1
word_2212;definition of word_2212;synonym of word_2212;noun;C2
word_2213;definition of word_2213;synonym of word_2213;noun;B1
word_2214;definition of word_2214;synonym of word_2214;noun;C2
word_2215;definition of word_2215;synonym of word_2215;noun;B1
word_2216;definition of word_2216;synonym of word_2216;noun;C2
word_2217;definition of word_2217;synonym of word_2217;noun;B1
word_2218;definition of word_2218;synonym of word_2218;noun;C2
word_2219;definition of word_2219;synonym of word_2219;noun;B1
word_2220;definition of word_2220;synonym of word_2220;noun;C2
word_2221;definition of word_2221;synonym of word_2221;noun;B1
word_2222;definition of word_2222;synonym of word_2222;noun;C2
word_2223;definition of word_2223;synonym of word_2223;noun;B1
word_2224;definition of word_2224;synonym of word_2224;noun;C2
word_2225;definition of word_2225;synonym of word_2225;noun;B1
word_2226;definition of word_2226;synonym of word_2226;noun;C2
word_2227;definition of word_2227;synonym of word_2227;noun;B1
word_2228;definition of word_2228;synonym of word_2228;noun;C2
word_2229;definition of word_2229;synonym of word_2229;noun;B1
word_2230;definition of word_2230;synonym of word_2230;noun;C2
word_2231;definition of word_2231;synonym of word_2231;noun;B1
word_2232;definition of word_2232;synonym of word_2232;noun;C2
word_2233;definition of word_2233;synonym of word_2233;noun;B1
word_2234;definition of word_2234;synonym of word_2234;noun;C2
word_2235;definition of word_2235;synonym of word_2235;noun;B1
word_2236;definition of word_2236;synonym of word_2236;noun;C2
word_2237;definition of word_2237;synonym of word_2237;noun;B1
word_2238;definition of word_2238;synonym of word_2238;noun;C2
word_2239;definition of word_2239;synonym of word_2239;noun;B1
word_2240;definition of word_2240;synonym of word_2240;noun;C2
